# 短对话扫描v2 — 全阶段  (diff=关)
# D1二字崩 D2短对白 D3问句句号 D4引号内多句 D5短句接龙 D6零间隔对话 N1短句三连 N2电报超短句 N3电报连发
# 汇总: {'D1': 121, 'D2': 280, 'D3': 66, 'D4': 132, 'D5': 150, 'D6': 297, 'N1': 195, 'N2': 150, 'N3': 75}  |  有发现章节 82

## Ch120: 山谷的访客——亚莉莎与狼人法师 [2：挑逗和接受]
  [D2/中] 情境L16 短对白(6字): ...但我不想躲。
  [D2/中] 情境L16 短对白(6字): ...猎人也不躲。
  [D6/中] 情境L16 零间隔对话: ...你已经说了。|...还没说完——
  [D6/中] 情境L16 零间隔对话: ...还没说完——|...说完了...然后...
  [D6/中] 情境L16 零间隔对话: ...我们俩。真的是——|...倒霉。
  [D6/中] 情境L16 零间隔对话: ...但我不想躲。|...猎人也不躲。
  [D5/中] 情境L16 9连短对白: ...你已经说了。｜...还没说完——｜...说完了...然后...｜...然后。又是。｜...我们俩。真的是——｜...倒霉。｜...对。倒霉。｜...但我不想躲。｜...猎人也不躲。
  [D1/严] 章节任务L19 二字崩(2字): 倒霉

## Ch788: 出发——对面也是家（上） [8：后日谈]
  [D2/中] 情境L15 短对白(4字): 以前是。
  [D6/中] 情境L15 零间隔对话: 对面是你的家。|以前是。
  [D5/中] 情境L15 3连短对白: 对面是你的家。｜以前是。｜现在这边也是。
  [N1/中] 情境L15 短句三连(最长20字): 黎恩在裂隙这边等她。她回来时琥珀色的眼睛里有一种很平静的东西。黎恩看着她
  [D2/中] 情境L16 短对白(3字): 不急。
  [D6/中] 情境L16 零间隔对话: 你想回去看看吗？|不急。
  [N1/中] 情境L17 短句三连(最长18字): 父亲推了推眼镜说需要时间和石板来建模。乔治摸后脑勺说那我去准备材料。他没有问什么时候
  [D1/严] 情境L18 二字崩(2字): 共鸣
  [D1/严] 情境L18 二字崩(2字): 自持
  [D2/中] 情境L19 短对白(3字): 都会。
  [D2/中] 情境L19 短对白(4字): 你不急。
  [D2/中] 情境L19 短对白(4字): 玲不急。
  [D6/中] 情境L19 零间隔对话: 帝国的东西也会生锈。|都会。
  [D6/中] 情境L19 零间隔对话: 凯尔哥哥想回去的时候跟玲说。|你不急。
  [D6/中] 情境L19 零间隔对话: 你不急。|玲不急。
  [D5/中] 情境L19 3连短对白: 你不急。｜玲不急。｜玲也有家在这里。
  [D2/中] 情境L20 短对白(5字): 你出来了。
  [D2/中] 情境L20 短对白(6字): 我要回去了。
  [N1/中] 章节终止条件L27 短句三连(最长20字): 黎恩去过三次只走到旧路标说不急。乔治考察后写报告找父亲讨论裂隙长期稳定性。艾玛发现魔女符文在对面法则不同但能用

## Ch789: 出发——裂隙开着（下） [8：后日谈]
  [D2/中] 情境L22 短对白(5字): 你出来了。
  [D2/中] 情境L22 短对白(6字): 我要回去了。
  [D2/中] 情境L23 短对白(4字): 门开了。
  [D2/中] 情境L23 短对白(4字): 暂时不。
  [D2/中] 情境L23 短对白(3字): 因为。
  [D4/中] 情境L23 引号内3个。: 我在地下写最后一页时想，如果你在上面，你会过得很好。现在我看到了。比我写的任何一页都好。
  [D6/中] 情境L23 零间隔对话: 暂时不。|因为。
  [D6/中] 情境L23 零间隔对话: 因为。|这些字需要我。
  [D5/中] 情境L23 6连短对白: 门开了。｜我可以回去了。｜你想跟我一起回去吗？｜暂时不。｜因为。｜这些字需要我。
  [N1/中] 情境L23 短句三连(最长15字): - 傍晚父亲坐在木屋外的圆木上。凯尔走过来在他旁边坐下。父亲的语气恢复了平稳的学者陈述
  [D4/中] 情境L24 引号内3个。: 不知道留给谁。现在知道了。给你母亲。
  [N1/中] 情境L25 短句三连(最长19字): - 第六天清晨。父亲在营地门口整理乔治给他缝的学者长袍。黎恩拍了拍他的肩膀
  [D1/严] 情境L26 二字崩(1字): 我
  [D4/中] 情境L26 引号内3个。: 你不需要说。裂隙开着。什么时候想回来，就回来。
  [D3/中] 情境L26 疑似问句用句号: 你不需要说。裂隙开着。什么时候想回来，就回来。
  [N2/严] 情境L27 电报超短句(4字): 没有人哭
  [D4/中] 情境L28 引号内2个。: 他说不急。矮人在岩丘住得比在祖厅还舒服。
  [N1/中] 情境L28 短句三连(最长20字): - 傍晚的篝火边。营地的人围坐了一圈。有人问菲娜打算什么时候回精灵王国遗迹看看
  [N1/中] 章节终止条件L37 短句三连(最长15字): 2.某个傍晚父亲和凯尔在木屋外坐谈。凯尔说暂时不因为这些字需要他。父亲掏出温水花书签给母亲

## Ch793: 夜光苔的季节——下雪了 [8：后日谈]
  [D4/中] 情境L13 引号内2个。: 甜的。人类的糖。
  [D4/中] 情境L13 引号内2个。: ...喜欢。和你的浆果不一样，但也是你递的。
  [D6/中] 情境L13 零间隔对话: ...这就是暖血生物的糖...第一次吃。|喜欢吗？
  [D6/中] 情境L13 零间隔对话: 喜欢吗？|...喜欢。和你的浆果不一样，但也是你递的。
  [D4/中] 情境L14 引号内3个。: ...下雪才开。有些年不下雪，开不了。今年下了，你也来了。
  [D6/中] 情境L14 零间隔对话: ...这就是你一直在等的。|...下雪才开。有些年不下雪，开不了。今年下了，你也来了。
  [N2/严] 情境L14 电报超短句(4字): - 黄昏来了
  [D4/中] 情境L15 引号内2个。: ...卡兹尔。你在笔记本最后一页画的那棵夜光苔，还没画完对不对。
  [D2/中] 情境L15 短对白(4字): 画完了。
  [D2/中] 情境L15 短对白(5字): ...你画反了。
  [D4/中] 情境L15 引号内2个。: 没画反。是你在看。
  [D1/严] 情境L15 二字崩(2字): ...嗯？
  [D6/中] 情境L15 零间隔对话: ...卡兹尔。你在笔记本最后一页画的那棵夜光苔，还没画完对不对。|画完了。
  [D6/中] 情境L15 零间隔对话: ...你画反了。|没画反。是你在看。
  [D6/中] 情境L15 零间隔对话: ...你的锚点不浅。|...嗯？
  [D6/中] 情境L15 零间隔对话: ...嗯？|...你的锚点不浅。
  [D5/中] 情境L15 6连短对白: 画完了。｜...你画反了。｜没画反。是你在看。｜...你的锚点不浅。｜...嗯？｜...你的锚点不浅。
  [D3/中] 情境L16 疑似问句用句号: 卡兹尔，你想看看我的世界吗。
  [D4/中] 情境L16 引号内2个。: 图书馆，有一本是关于蜥蜴人的，旅法师写的。里面写了你。
  [D4/中] 情境L16 引号内3个。: 写了暖岩石。写了鳞甲颜色。写了掌心相贴。
  [D2/中] 情境L16 短对白(3字): 艾玛。
  [D1/严] 情境L16 二字崩(2字): ...嗯？
  [D4/中] 情境L16 引号内2个。: ...没关系呀。我念给你听。
  [D6/中] 情境L16 零间隔对话: 卡兹尔，你想看看我的世界吗。|...你的世界？
  [D6/中] 情境L16 零间隔对话: ...你的世界？|图书馆，有一本是关于蜥蜴人的，旅法师写的。里面写了你。
  [D6/中] 情境L16 零间隔对话: 图书馆，有一本是关于蜥蜴人的，旅法师写的。里面写了你。|写了暖岩石。写了鳞甲颜色。写了掌心相贴。
  [D6/中] 情境L16 零间隔对话: 还有尾巴画弧。那三页我拓印下来了，放在——|艾玛。
  [D6/中] 情境L16 零间隔对话: 艾玛。|...嗯？
  [D6/中] 情境L16 零间隔对话: ...嗯？|...我不会看书的。
  [D5/中] 情境L16 4连短对白: 艾玛。｜...嗯？｜...我不会看书的。｜...没关系呀。我念给你听。

## Ch803: 剑士的失算——反正也和他做过了（上） [8：后日谈]
  [N1/中] 情境L13 短句三连(最长18字): 她躺在床上。脑子里是雷恩。他的手、他的深绿色眼睛、他说时的声音
  [N1/严] 情境L13 短句三连(最长6字): 她开始揉。很慢。嘴唇微微张开
  [N2/严] 情境L13 电报超短句(2字): 很慢
  [N3/中] 情境L13 电报连发(≤10字×3): 她开始揉。很慢。嘴唇微微张开
  [D2/中] 情境L14 短对白(6字): 你应该敲门。
  [D4/中] 情境L14 引号内2个。: 骗人。今天没风。
  [D2/中] 情境L14 短对白(4字): 差不多。
  [D6/中] 情境L14 零间隔对话: 你的门没关好，风一吹就开了。|骗人。今天没风。
  [D6/中] 情境L14 零间隔对话: 你要帮忙？|废话，不然我在这干嘛？
  [D5/中] 情境L14 3连短对白: 差不多。｜你要帮忙？｜废话，不然我在这干嘛？
  [N1/严] 情境L14 短句三连(最长8字): 她慢慢把手抽出来。他靠在门框上。他承认了
  [N1/中] 情境L14 短句三连(最长16字): 她吸了一口气。他的手指在她乳头上画着圈。他另一只手已经开始解她衬衣的扣子
  [N1/严] 情境L14 短句三连(最长9字): 他俯下身。嘴唇碰到了她的锁骨。她闭上了眼睛
  [N2/严] 情境L14 电报超短句(3字): - 门开了
  [N3/中] 情境L14 电报连发(≤10字×3): 她慢慢把手抽出来。他靠在门框上。他承认了
  [N3/中] 情境L14 电报连发(≤10字×3): 他俯下身。嘴唇碰到了她的锁骨。她闭上了眼睛
  [N1/严] 情境L15 短句三连(最长12字): 肉棒弹出来。他扶着龟头贴上了她的阴唇。不进去
  [N1/严] 情境L15 短句三连(最长11字): 劳拉的琥珀色眼睛看着他。你又来。每次都蹭
  [N2/严] 情境L15 电报超短句(3字): 不进去
  [N2/严] 情境L15 电报超短句(3字): 只是蹭
  [N2/严] 情境L15 电报超短句(4字): 每次都蹭
  [N3/中] 情境L15 电报连发(≤10字×3): 你又来。每次都蹭。他没有问可以吗
  [N1/严] 情境L16 短句三连(最长9字): 他停了。他低下头。舌尖碰了菊穴口一圈
  [N1/中] 情境L16 短句三连(最长16字): 和菲娜从罗恩那儿学来的魔法阵一样。他的肉棒抵上来了。她闭着眼等着菊穴被撑开
  [N1/严] 情境L16 短句三连(最长11字): 龟头抵住的位置不对。下一秒他推进来了。龟头撑开的位置是蜜穴口
  [N1/严] 情境L16 短句三连(最长8字): 她的脑子转了一下。嘴张开了。一口气喷在枕头里
  [N1/严] 情境L16 短句三连(最长12字): 他在她身后进入了她的蜜穴。她以为他会干屁眼。他干了小穴
  [N2/严] 情境L16 电报超短句(4字): 嘴张开了
  [N3/中] 情境L16 电报连发(≤10字×3): 他停了。他低下头。舌尖碰了菊穴口一圈
  [N3/中] 情境L16 电报连发(≤10字×3): 她的脑子转了一下。嘴张开了。一口气喷在枕头里
  [D1/严] 情境L17 二字崩(2字): 水。
  [D5/中] 情境L17 4连短对白: 你刚才明明可以走屁眼。｜你刚才没说不要。｜水。｜还有力气吗？
  [N1/严] 情境L17 短句三连(最长10字): 有过制止的念头。然后念头碎了。他的龟头碾过了某个点
  [N1/严] 情境L17 短句三连(最长11字): 她从枕头里闷出了一声呜。太爽了。然后脑子里浮出了那句话
  [N1/严] 情境L17 短句三连(最长10字): 然后他射在她小穴深处。没有问。她趴在床上喘
  [N1/严] 情境L17 短句三连(最长12字): 琥珀色眼睛对上琥珀色眼睛。她知道他想走前面。她翻了个白眼
  [N1/严] 情境L17 短句三连(最长9字): 他下床去倒。她接过杯子喝了一口。然后她看着他
  [N1/严] 情境L17 短句三连(最长8字): 他挑眉。然后他把她翻过去。她的菊穴已经湿了
  [N1/中] 情境L17 短句三连(最长17字): 抽送的节奏从慢到快。他的手指在前面揉她的阴蒂。她的叫声从闷在枕头里变成了直接出口
  [N1/严] 情境L17 短句三连(最长9字): 他射在她菊穴深处。然后两个人同时瘫了。他仰面躺在她旁边
  [N2/严] 情境L17 电报超短句(4字): - 他开始动
  [N2/严] 情境L17 电报超短句(3字): 太爽了
  [N2/严] 情境L17 电报超短句(3字): 没有问
  [N2/严] 情境L17 电报超短句(3字): 都在喘
  [N3/中] 情境L17 电报连发(≤10字×3): 有过制止的念头。然后念头碎了。他的龟头碾过了某个点
  [N3/中] 情境L17 电报连发(≤10字×3): 然后他射在她小穴深处。没有问。她趴在床上喘
  [N3/中] 情境L17 电报连发(≤10字×3): 她知道他想走前面。她翻了个白眼。他下床去倒
  [N3/中] 情境L17 电报连发(≤10字×3): 她接过杯子喝了一口。然后她看着他。他挑眉
  [N3/中] 情境L17 电报连发(≤10字×3): 然后他把她翻过去。她的菊穴已经湿了。他扶着龟头抵在菊穴口
  [N3/中] 情境L17 电报连发(≤10字×3): 他射在她菊穴深处。然后两个人同时瘫了。他仰面躺在她旁边
  [N1/严] 章节终止条件L24 短句三连(最长12字): 他在她身后进入了她的蜜穴。她以为他会干屁眼。他干了小穴

## Ch804: 剑士的失算——反正也和他做过了（下） [8：后日谈]
  [D1/严] 情境L21 二字崩(2字): 水。
  [D5/中] 情境L21 4连短对白: 你刚才明明可以走屁眼。｜你刚才没说不要。｜水。｜还有力气吗？
  [N1/中] 情境L21 短句三连(最长14字): 她的臀被他的胯骨撞出一圈圈波。有过制止的念头。然后念头碎了
  [N1/严] 情境L21 短句三连(最长11字): 他的龟头碾过了某个点。她从枕头里闷出了一声呜。太爽了
  [N1/严] 情境L21 短句三连(最长11字): 然后脑子里浮出了那句话。反正也和他做过了。之后告诉雷恩就行了吧
  [N1/中] 情境L21 短句三连(最长15字): 这句话让她的身体松了。彻底放弃了。手往后伸够到了他按在她胯上的手
  [N1/严] 情境L21 短句三连(最长10字): 然后他射在她小穴深处。没有问。精液从蜜穴口往外淌
  [N1/严] 情境L21 短句三连(最长12字): 琥珀色眼睛对上琥珀色眼睛。她知道他想走前面。她翻了个白眼
  [N1/严] 情境L21 短句三连(最长8字): 然后她看着他。他挑眉。然后他把她翻过去
  [N1/中] 情境L21 短句三连(最长19字): 她的菊穴已经湿了。精油和她刚才高潮时淌下来的蜜液混在一起。他扶着龟头抵在菊穴口
  [N1/中] 情境L21 短句三连(最长17字): 抽送的节奏从慢到快。他的手指在前面揉她的阴蒂。她的叫声从闷在枕头里变成了直接出口
  [N2/严] 情境L21 电报超短句(4字): - 他开始动
  [N2/严] 情境L21 电报超短句(3字): 太爽了
  [N2/严] 情境L21 电报超短句(3字): 按住了
  [N2/严] 情境L21 电报超短句(3字): 没有问
  [N2/严] 情境L21 电报超短句(3字): 都在喘
  [N3/中] 情境L21 电报连发(≤10字×3): 有过制止的念头。然后念头碎了。他的龟头碾过了某个点
  [N3/中] 情境L21 电报连发(≤10字×3): 反正也和他做过了。之后告诉雷恩就行了吧。这句话让她的身体松了
  [N3/中] 情境L21 电报连发(≤10字×3): 然后他射在她小穴深处。没有问。精液从蜜穴口往外淌
  [N3/中] 情境L21 电报连发(≤10字×3): 她知道他想走前面。她翻了个白眼。他下床去倒
  [N3/中] 情境L21 电报连发(≤10字×3): 然后她看着他。他挑眉。然后他把她翻过去
  [D4/中] 情境L22 引号内2个。: 在家。不怎么方便。什么事？
  [D4/中] 情境L22 引号内2个。: 嗯好。等你回来，我跟你说。
  [D2/中] 情境L22 短对白(4字): 有个事。
  [D4/中] 情境L22 引号内2个。: 好。挂了。
  [D2/中] 情境L22 短对白(5字): 好。挂了。
  [D6/中] 情境L22 零间隔对话: 嗯好。等你回来，我跟你说。|什么事？
  [D6/中] 情境L22 零间隔对话: 什么事？|有个事。
  [D5/中] 情境L22 4连短对白: 什么事？｜有个事。｜好。挂了。｜让你动了吗？
  [N1/严] 情境L22 短句三连(最长8字): - 传教士。第三次。她把腿缠在他腰上
  [N1/严] 情境L22 短句三连(最长12字): 他进入的时候她看着他的脸。他的抽送很慢很温柔。她膝盖夹紧他的腰侧
  [N1/中] 情境L22 短句三连(最长13字): 然后床头柜上的导力器震动了。两个人都停了。雷恩
  [N1/严] 情境L22 短句三连(最长8字): 不重。他笑了。然后他重新开始动
  [N2/严] 情境L22 电报超短句(3字): - 传教士
  [N2/严] 情境L22 电报超短句(2字): 不重
  [N3/中] 情境L22 电报连发(≤10字×3): - 传教士。第三次。她把腿缠在他腰上
  [N3/中] 情境L22 电报连发(≤10字×3): 两个人都停了。雷恩。她的琥珀色眼睛瞪大
  [N3/中] 情境L22 电报连发(≤10字×3): 不重。他笑了。然后他重新开始动
  [D2/中] 情境L23 短对白(5字): 再说一遍。
  [D2/中] 情境L23 短对白(3字): 再来。
  [D4/中] 情境L23 引号内2个。: 你是第一个。永远是第一个。
  [D5/中] 情境L23 3连短对白: 我懒得打你了。｜再说一遍。｜再来。
  [N1/中] 情境L23 短句三连(最长15字): - 事后。两个人都瘫软在床上。她的靛蓝色长发混着汗散在枕头上
  [N1/严] 情境L23 短句三连(最长9字): 她翻了个白眼。他笑。劳拉偏头看着天花板
  [N1/严] 情境L23 短句三连(最长10字): 然后她看着雷恩的脸。深绿色眼睛里有火光。她琥珀色眼睛亮了一下
  [N1/严] 情境L23 短句三连(最长12字): 劳拉的脸从鼻尖红到了胸口。她的腿缠住了他的腰。他又说了一遍
  [N1/严] 情境L23 短句三连(最长11字): 他射在她最深处。拔出来之后她把他拉回来。第二次她从上面
  [N2/严] 情境L23 电报超短句(2字): - 事后
  [N2/严] 情境L23 电报超短句(4字): 声音很稳
  [N2/严] 情境L23 电报超短句(2字): 吃醋
  [N3/中] 情境L23 电报连发(≤10字×3): 她翻了个白眼。他笑。劳拉偏头看着天花板
  [N3/中] 情境L23 电报连发(≤10字×3): 然后她看着雷恩的脸。深绿色眼睛里有火光。她琥珀色眼睛亮了一下
  [N1/中] 章节任务L30 短句三连(最长15字): 艾德里安从阴道到肛交两轮内射。传教士中途雷恩打语音她支支吾吾。三轮后她瘫了

## Ch807: 五人的夜——轮流与共享（上） [8：后日谈]
  [N1/中] 情境L14 短句三连(最长16字): - 这场没有人提议。傍晚篝火晚餐后五个人留到了最后。菲娜、劳拉、黎恩、雷恩、艾德里安
  [N1/严] 情境L14 短句三连(最长10字): 菲娜靠在黎恩肩上。然后偏头吻了他的脖子。劳拉看了一眼雷恩
  [N1/中] 情境L14 短句三连(最长14字): 然后菲娜对他招了招手。他起身走过去。菲娜的另一只手拉住了他的衣领
  [N3/中] 情境L14 电报连发(≤10字×3): 菲娜靠在黎恩肩上。然后偏头吻了他的脖子。劳拉看了一眼雷恩
  [N1/严] 情境L17 短句三连(最长12字): 艾德里安还在两三步外坐着。雷恩经过他身边时停了一下。两个男人对视了一秒
  [N1/严] 情境L17 短句三连(最长9字): 雷恩的下巴动了一下。是点头。艾德里安站起来
  [N1/中] 情境L17 短句三连(最长20字): 走过去跪到劳拉身后。她的靛蓝色长发散在地毯上。艾德里安的麦色肉棒从后面抵住了她的蜜穴口
  [N1/中] 情境L17 短句三连(最长13字): 他也在点头。劳拉把脸转回去。然后艾德里安进入了她的蜜穴
  [N1/严] 情境L17 短句三连(最长12字): 然后她伸手够向雷恩的方向。雷恩放下水杯走过来。跪在她面前
  [N2/严] 情境L17 电报超短句(3字): 是点头
  [N3/中] 情境L17 电报连发(≤10字×3): 两个男人对视了一秒。雷恩的下巴动了一下。是点头
  [D2/中] 情境L18 短对白(5字): 剑士输了。
  [N1/严] 情境L18 短句三连(最长12字): - 劳拉的第三次高潮换了组合。黎恩从菲娜体内退出来。他走到劳拉面前
  [N1/中] 情境L18 短句三连(最长16字): 他跪到劳拉身后。艾德里安给他让了位置但没有退出来。她的菊穴被黎恩的龟头抵住了
  [N1/严] 情境L18 短句三连(最长11字): 劳拉的琥珀色眼睛瞪大了。黎恩推进了第一毫米。停住
  [N1/中] 情境L18 短句三连(最长20字): 第三次高潮来的时候她的蜜穴和菊穴同时收紧。艾德里安和黎恩都在那一刻射了。精液同时灌进她蜜穴和菊穴的最深处
  [N1/严] 情境L18 短句三连(最长9字): 嘴角翘着。眼睛闭着。声音哑到几乎听不见
  [N2/严] 情境L18 电报超短句(2字): 停住
  [N2/严] 情境L18 电报超短句(4字): 轮流失控
  [N2/严] 情境L18 电报超短句(4字): 嘴角翘着
  [N2/严] 情境L18 电报超短句(4字): 眼睛闭着
  [N3/中] 情境L18 电报连发(≤10字×3): 嘴角翘着。眼睛闭着。声音哑到几乎听不见
  [N1/严] 情境L19 短句三连(最长9字): 菲娜的腿缠着他的腰。她在叫他的名字。然后雷恩射了
  [N1/严] 情境L19 短句三连(最长9字): 三个男人对视了一眼。然后同时转向菲娜。雷恩刚射完
  [N1/中] 情境L19 短句三连(最长13字): 但他看到她琥珀色眼睛里的光。还没吃饱。他重新硬了
  [N1/严] 情境L19 短句三连(最长10字): 黎恩在她面前。她张嘴含住了他。雷恩再次进入她的小穴
  [N1/中] 情境L19 短句三连(最长14字): 他笑了笑。菲娜的回应是把右脚脚尖伸向他。他握住她的脚踝
  [N1/中] 情境L19 短句三连(最长13字): 把她的脚掌贴在自己的肉棒上。他开始在足弓间抽送。龟头蹭着她脚心的弧线
  [N1/中] 情境L19 短句三连(最长16字): 三根全在她身上。她的身体在三重节奏之间找到了协调。高潮时蜜穴收紧
  [N1/中] 情境L19 短句三连(最长13字): 琥珀色眼睛往上看着他。含着精液的嘴角弯了一个弧度。她说不了话
  [N2/严] 情境L19 电报超短句(4字): 还没吃饱
  [N3/中] 情境L19 电报连发(≤10字×3): 菲娜的腿缠着他的腰。她在叫他的名字。然后雷恩射了
  [N3/中] 情境L19 电报连发(≤10字×3): 三个男人对视了一眼。然后同时转向菲娜。雷恩刚射完
  [N3/中] 情境L19 电报连发(≤10字×3): 还没吃饱。他重新硬了。黎恩在她面前
  [N3/中] 情境L19 电报连发(≤10字×3): 她张嘴含住了他。雷恩再次进入她的小穴。艾德里安低头看了看
  [N3/中] 情境L19 电报连发(≤10字×3): 他开始在足弓间抽送。龟头蹭着她脚心的弧线。三根全在她身上
  [N3/中] 情境L19 电报连发(≤10字×3): 她说不了话。但她的眼睛在说：你看。每寸都是你的
  [N1/中] 核心L21 短句三连(最长16字): 五人共享之夜上半场。前戏从菲娜的两个吻开始缓慢而认真。第一轮各自本番

